rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 2 FR1 10-03-25,img00052.png,360,414,320,499,427,353,522,318,614,394,694,521,815,547,796,632,677,702,464,483,476,567,,,415,497,,,,,,,,,540,553,,
labeled-data,RAT 2 FR1 10-03-25,img00078.png,,,,,482,307,551,335,602,417,680,532,807,604,899,712,,,473,482,496,570,,,,,,,,,,,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img00089.png,,,,,519,298,576,354,631,447,706,544,807,602,879,650,895,714,465,450,497,588,,,424,408,,,,,657,418,,,529,563,,
labeled-data,RAT 2 FR1 10-03-25,img00118.png,465,478,535,639,427,412,421,359,432,330,561,435,665,430,768,392,783,333,525,466,,,,,,,358,654,333,560,322,435,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img00176.png,901,414,1009,511,785,365,659,342,555,403,470,481,516,430,,,,,,,705,547,651,598,,,874,615,812,543,658,501,603,567,,,,
labeled-data,RAT 2 FR1 10-03-25,img00214.png,892,373,,,816,377,680,336,547,430,469,490,486,429,,,,,,,,,629,586,,,870,575,811,503,658,498,604,565,,,,
labeled-data,RAT 2 FR1 10-03-25,img00278.png,918,371,1018,488,808,346,685,346,578,445,531,531,455,525,406,482,517,492,,,,,746,649,,,916,654,879,535,687,504,703,604,,,,
labeled-data,RAT 2 FR1 10-03-25,img00392.png,896,439,1024,507,793,368,667,360,587,432,526,542,410,543,430,497,545,485,,,,,750,642,,,900,648,846,605,687,509,724,603,,,,
labeled-data,RAT 2 FR1 10-03-25,img00727.png,967,297,1157,380,844,311,703,333,618,430,548,533,419,562,355,529,483,496,,,773,574,751,642,,,1088,470,989,471,729,514,720,610,,,,
labeled-data,RAT 2 FR1 10-03-25,img01018.png,891,382,1099,421,800,324,678,340,603,425,534,497,430,490,354,503,,,,,,,691,603,,,917,613,865,535,713,508,653,569,,,,
labeled-data,RAT 2 FR1 10-03-25,img01048.png,978,327,1175,442,907,340,754,317,660,435,591,529,487,530,367,515,,,,,,,782,625,,,977,580,911,501,766,503,759,586,,,,
labeled-data,RAT 2 FR1 10-03-25,img01443.png,304,120,127,30,431,208,538,297,619,407,686,587,813,609,926,596,1001,622,447,540,438,684,,,211,266,,,,,,,,,523,654,95,246
labeled-data,RAT 2 FR1 10-03-25,img01453.png,329,103,117,8,442,206,551,305,629,426,701,602,835,642,978,627,,,455,544,440,677,,,328,239,,,,,,,,,531,663,210,191
labeled-data,RAT 2 FR1 10-03-25,img01494.png,,,,,,,433,350,504,534,590,623,781,636,989,610,1001,561,349,524,408,637,,,,,,,,,,,,,448,640,,
labeled-data,RAT 2 FR1 10-03-25,img01515.png,369,145,,,371,220,383,329,397,479,449,599,609,708,871,710,953,585,311,471,333,580,507,571,,,,,,,492,468,482,573,,,,
labeled-data,RAT 2 FR1 10-03-25,img01519.png,404,140,,,383,226,381,342,391,467,429,609,589,712,879,712,989,599,300,459,341,584,504,573,,,,,,,497,445,481,575,,,,
labeled-data,RAT 2 FR1 10-03-25,img01895.png,947,293,1150,386,833,299,711,323,636,407,590,492,507,476,406,487,339,554,,,801,542,738,638,,,1100,428,987,442,721,512,726,591,758,531,,
labeled-data,RAT 2 FR1 10-03-25,img02220.png,907,409,999,536,815,348,704,315,614,392,582,497,508,509,437,499,356,532,,,784,541,701,589,,,900,585,827,531,699,484,678,559,742,534,,
labeled-data,RAT 2 FR1 10-03-25,img02581.png,973,266,1201,402,852,280,713,329,638,425,581,529,432,545,285,563,360,522,802,520,795,594,746,664,,,1028,498,927,457,1077,444,740,537,732,621,,
labeled-data,RAT 2 FR1 10-03-25,img02759.png,877,384,,,793,351,670,366,585,464,537,581,354,617,193,659,,,,,,,735,660,856,566,1001,451,956,492,724,526,682,641,,,,
labeled-data,RAT 2 FR1 10-03-25,img02776.png,924,489,1023,661,845,462,708,352,568,459,498,557,368,596,215,636,,,,,,,726,650,,,909,666,800,614,686,547,671,623,,,,
labeled-data,RAT 2 FR1 10-03-25,img02831.png,938,124,1201,136,811,192,692,284,622,385,561,514,430,553,305,576,197,666,784,505,791,591,732,665,,,907,272,890,249,712,548,681,626,735,577,1138,260
labeled-data,RAT 2 FR1 10-03-25,img03474.png,,,,,793,360,720,442,680,562,612,698,,,,,,,,,,,927,688,940,541,1010,433,974,444,904,566,857,695,,,998,532
labeled-data,RAT 2 FR1 10-03-25,img03645.png,946,351,1164,462,804,328,668,361,596,477,537,622,405,713,,,,,,,795,628,795,709,,,1078,570,951,540,764,561,707,681,,,,
labeled-data,RAT 2 FR1 10-03-25,img03830.png,,,,,,,774,367,666,537,587,685,,,,,,,,,,,868,677,,,,,,,853,565,805,675,,,,
labeled-data,RAT 2 FR1 10-03-25,img03926.png,924,375,,,873,393,766,345,636,554,566,697,,,,,,,,,,,863,675,,,992,553,919,540,848,553,796,673,,,,
labeled-data,RAT 2 FR1 10-03-25,img04045.png,823,154,,,774,256,724,371,686,500,628,665,545,715,,,,,,,,,880,681,,,,,,,883,527,804,669,,,,
labeled-data,RAT 2 FR1 10-03-25,img04251.png,862,389,,,831,392,742,331,688,509,670,604,523,659,305,675,,,,,,,822,611,,,,,,,808,508,768,609,,,,
labeled-data,RAT 2 FR1 10-03-25,img04280.png,910,426,1033,528,802,354,660,350,580,443,515,587,426,644,297,694,250,652,,,,,760,632,,,905,605,813,549,756,518,682,609,,,,
labeled-data,RAT 2 FR1 10-03-25,img04758.png,,,,,813,379,678,359,586,474,517,608,422,660,329,713,,,,,,,791,655,,,,,882,521,773,520,716,649,,,,
labeled-data,RAT 2 FR1 10-03-25,img04866.png,803,333,859,401,695,338,620,392,582,483,551,583,415,665,241,712,,,,,,,742,633,,,803,519,811,461,776,505,671,626,,,,
labeled-data,RAT 2 FR1 10-03-25,img04947.png,624,169,561,64,631,284,638,374,650,473,738,593,801,655,808,713,,,527,484,513,589,,,536,286,,,,,,,,,569,593,,
labeled-data,RAT 2 FR1 10-03-25,img05221.png,659,352,678,541,598,310,515,317,,,460,500,332,518,231,562,203,684,,,,,574,578,,,683,572,585,487,515,452,527,550,,,,
labeled-data,RAT 2 FR1 10-03-25,img05379.png,907,401,1025,530,813,355,701,317,611,384,577,503,450,516,307,538,196,656,,,,,738,629,,,820,618,800,529,680,503,693,579,,,940,621
labeled-data,RAT 2 FR1 10-03-25,img05417.png,967,376,1199,452,856,349,739,335,644,395,591,491,474,496,344,515,224,588,,,783,563,733,642,,,946,622,902,525,705,501,704,587,,,944,586
labeled-data,RAT 2 FR1 10-03-25,img05663.png,884,469,982,668,808,404,742,348,646,352,589,453,464,469,326,516,235,615,,,,,617,574,,,872,623,791,581,638,471,619,544,,,,
labeled-data,RAT 2 FR1 10-03-25,img05922.png,925,499,,,847,464,729,367,,,567,481,403,518,241,581,,,,,,,654,615,,,896,647,808,592,618,502,637,583,,,,
labeled-data,RAT 2 FR1 10-03-25,img05929.png,881,477,978,677,794,403,716,351,619,386,570,484,439,508,297,559,151,705,,,,,656,617,,,871,648,786,596,647,522,631,592,,,,
labeled-data,RAT 2 FR1 10-03-25,img06446.png,,,,,829,382,713,360,608,416,512,521,388,531,243,561,177,688,,,,,723,602,907,553,1007,443,934,439,659,518,680,585,,,1018,532
labeled-data,RAT 2 FR1 10-03-25,img07099.png,580,432,468,582,658,395,695,327,,,,,,,390,498,,,,,,,,,700,543,589,686,,,,,,,,,616,629
labeled-data,RAT 2 FR1 10-03-25,img07270.png,524,411,619,540,411,339,317,395,275,505,258,629,501,581,784,592,1037,531,,,,,426,640,,,,,504,521,449,486,381,655,,,,
labeled-data,RAT 2 FR1 10-03-25,img07369.png,287,432,,,371,399,469,349,,,,,,,149,575,,,,,,,,,453,522,348,632,,,,,,,,,467,660
labeled-data,RAT 2 FR1 10-03-25,img07500.png,934,334,1160,448,802,328,681,337,590,418,480,526,326,517,198,590,133,686,,,,,725,647,,,920,611,859,537,716,533,669,622,,,,
labeled-data,RAT 2 FR1 10-03-25,img07598.png,,,,,,,744,320,587,451,525,555,383,550,225,582,,,,,774,579,707,636,,,,,,,694,540,676,619,,,,
labeled-data,RAT 2 FR1 10-03-25,img08046.png,843,351,939,488,733,324,597,333,505,437,429,571,319,580,267,549,218,635,,,,,694,619,,,861,594,823,504,664,509,648,609,,,,
labeled-data,RAT 2 FR1 10-03-25,img08055.png,884,404,1016,499,782,378,628,348,531,431,427,540,317,540,243,577,201,658,,,,,704,619,,,885,628,829,543,673,510,655,605,,,,
labeled-data,RAT 2 FR1 10-03-25,img08160.png,914,428,1166,430,800,389,675,368,590,456,517,562,393,562,241,571,175,693,,,,,756,670,,,932,695,879,608,687,536,714,639,,,,
labeled-data,RAT 2 FR1 10-03-25,img08223.png,957,474,,,880,459,715,377,586,467,513,569,389,568,249,562,,,,,,,750,672,,,1001,653,923,608,703,529,716,633,,,,
labeled-data,RAT 2 FR1 10-03-25,img08495.png,313,368,115,382,454,338,595,364,664,452,723,532,749,483,683,452,,,521,543,502,686,464,610,321,572,,,,,,,,,569,644,264,707
labeled-data,RAT 2 FR1 10-03-25,img08633.png,652,445,636,651,547,354,405,351,300,485,307,629,440,715,,,,,,,,,529,644,,,,,555,559,518,526,448,653,,,,
labeled-data,RAT 2 FR1 10-03-25,img08648.png,706,427,782,554,587,361,428,348,307,481,305,628,397,714,,,,,,,,,527,648,,,667,577,580,538,523,515,444,653,,,,
labeled-data,RAT 2 FR1 10-03-25,img09205.png,968,125,1254,6,838,222,719,339,636,470,567,613,436,639,309,708,,,,,,,825,714,,,1155,259,1031,310,812,564,746,701,,,,
labeled-data,RAT 2 FR1 10-03-25,img09364.png,,,,,,,866,372,707,569,598,706,390,706,,,,,,,,,927,697,,,,,,,908,602,880,694,,,,
labeled-data,RAT 2 FR1 10-03-25,img09478.png,882,331,,,792,319,784,414,789,525,791,629,759,710,,,,,708,494,704,580,902,593,,,,,,,898,481,865,602,735,602,,
labeled-data,RAT 2 FR1 10-03-25,img09591.png,894,142,,,879,218,854,351,821,472,777,572,656,697,364,707,,,,,,,903,594,,,,,,,913,492,868,593,,,,
labeled-data,RAT 2 FR1 10-03-25,img09669.png,929,128,,,893,226,861,332,846,442,837,569,754,686,554,711,353,658,760,441,769,589,912,590,798,237,,,964,231,938,464,879,586,797,583,,
labeled-data,RAT 2 FR1 10-03-25,img09800.png,921,427,1157,503,817,359,691,340,597,441,528,564,461,633,424,710,,,,,775,611,697,648,723,595,991,580,902,511,728,529,650,613,,,,
labeled-data,RAT 2 FR1 10-03-25,img09818.png,962,306,1167,400,813,305,670,348,598,469,529,611,432,714,,,,,,,803,599,829,689,,,1020,526,908,516,781,550,751,643,,,,
labeled-data,RAT 2 FR1 10-03-25,img09896.png,987,442,,,876,357,726,367,618,485,556,631,464,655,422,709,,,,,,,821,679,,,,,,,789,584,750,663,,,,
labeled-data,RAT 2 FR1 10-03-25,img10177.png,702,131,682,8,710,266,715,415,699,584,,,,,,,,,559,522,571,659,,,,,,,,,807,542,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img10197.png,727,134,676,5,733,267,729,405,717,561,,,,,,,,,574,528,568,659,,,,,,,,,811,548,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img10218.png,740,115,,,742,249,741,396,715,562,678,717,,,,,,,582,510,566,657,,,622,219,,,,,826,548,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img10411.png,898,400,985,525,774,349,651,330,543,389,453,486,384,567,414,699,,,,,,,690,571,,,778,581,757,498,649,466,628,554,,,,
labeled-data,RAT 2 FR1 10-03-25,img11530.png,922,445,1069,531,789,398,652,376,529,467,463,555,453,499,512,456,,,,,,,680,683,,,899,684,855,599,657,564,639,657,,,907,621
labeled-data,RAT 2 FR1 10-03-25,img11765.png,918,404,1076,508,785,349,641,360,574,486,497,624,281,713,,,,,,,,,806,637,,,944,609,867,544,778,526,727,636,,,,
labeled-data,RAT 2 FR1 10-03-25,img11881.png,,,,,850,370,708,334,598,436,538,599,427,648,269,706,,,,,,,816,643,917,538,1022,542,962,495,777,519,729,637,,,,
labeled-data,RAT 2 FR1 10-03-25,img12056.png,,,,,,,796,387,695,537,596,637,456,706,,,,,,,,,808,697,,,,,,,838,576,746,685,,,,
labeled-data,RAT 2 FR1 10-03-25,img12212.png,580,146,625,67,518,262,488,366,486,493,566,622,614,712,,,,,,,,,623,579,,,,,,,622,456,605,593,,,,
labeled-data,RAT 2 FR1 10-03-25,img12254.png,611,142,681,88,551,248,513,363,501,463,560,582,600,648,585,713,,,439,473,462,562,630,580,493,252,,,635,265,627,474,613,589,,,,
labeled-data,RAT 2 FR1 10-03-25,img12301.png,628,181,,,576,230,539,334,555,453,576,546,538,673,316,712,249,646,469,500,486,574,620,580,,,,,,,622,494,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img12492.png,819,291,,,782,310,694,306,603,444,556,557,438,609,309,623,,,,,,,743,559,,,897,387,824,408,751,461,699,557,,,,
labeled-data,RAT 2 FR1 10-03-25,img12603.png,868,441,970,598,825,378,778,325,687,349,615,448,532,443,422,445,402,531,,,,,702,546,,,866,605,789,540,682,449,673,519,,,,
labeled-data,RAT 2 FR1 10-03-25,img12690.png,923,408,1026,519,832,337,729,311,647,375,,,614,486,498,482,373,504,,,,,742,592,,,888,618,844,540,691,481,720,558,,,,
labeled-data,RAT 2 FR1 10-03-25,img13505.png,644,484,664,679,711,412,746,337,,,,,,,500,458,,,,,,,,,758,540,,,,,,,,,,,723,655
labeled-data,RAT 2 FR1 10-03-25,img13632.png,682,409,628,511,694,378,695,339,699,308,,,591,485,470,488,364,512,783,416,762,576,,,737,544,630,665,635,563,,,,,,,698,638
labeled-data,RAT 2 FR1 10-03-25,img13733.png,971,351,1201,442,859,333,735,323,656,407,,,633,505,505,489,369,510,,,820,582,747,660,,,884,670,879,547,713,519,731,617,,,,
labeled-data,RAT 2 FR1 10-03-25,img14011.png,918,479,1089,666,821,410,687,360,573,440,502,551,381,590,265,627,,,,,,,708,659,,,887,675,815,601,679,520,668,625,,,,
labeled-data,RAT 2 FR1 10-03-25,img14032.png,901,436,1043,470,788,388,659,352,564,429,494,555,397,591,317,614,256,637,,,,,707,665,,,885,671,828,582,670,533,666,627,,,885,618
labeled-data,RAT 2 FR1 10-03-25,img14091.png,882,381,1002,481,774,341,648,351,560,448,506,561,426,592,339,621,254,632,,,739,586,708,670,,,978,539,925,518,695,522,660,622,,,,
labeled-data,RAT 2 FR1 10-03-25,img14093.png,895,384,1004,479,786,350,657,350,563,452,503,558,385,606,258,635,,,,,746,583,709,675,,,988,540,905,515,702,515,671,622,,,,
labeled-data,RAT 2 FR1 10-03-25,img14390.png,,,,,,,308,371,371,576,502,680,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img14528.png,592,381,657,542,493,333,358,327,281,454,253,630,287,714,,,,,,,,,534,626,,,602,547,547,505,490,498,459,620,,,,
labeled-data,RAT 2 FR1 10-03-25,img14529.png,595,375,665,538,532,372,426,308,287,458,264,639,277,714,,,,,,,,,525,621,,,595,530,543,509,483,502,458,621,,,,
labeled-data,RAT 2 FR1 10-03-25,img14993.png,829,444,951,535,710,397,572,364,438,429,327,522,208,591,91,698,,,,,,,613,643,,,781,629,723,573,550,526,532,624,,,,
labeled-data,RAT 2 FR1 10-03-25,img15361.png,998,329,,,897,338,760,313,617,480,535,589,352,626,127,687,,,,,,,813,681,,,989,652,939,539,765,533,760,639,,,,
labeled-data,RAT 2 FR1 10-03-25,img15382.png,938,504,,,827,422,742,350,613,442,532,595,366,624,201,648,89,712,,,808,614,824,693,,,970,652,896,577,766,539,758,648,,,,
labeled-data,RAT 2 FR1 10-03-25,img15633.png,954,321,1131,413,805,312,647,374,595,501,543,622,376,676,223,676,110,717,,,,,826,679,,,1049,459,961,494,790,526,760,648,,,,
labeled-data,RAT 2 FR1 10-03-25,img15674.png,893,372,998,483,788,339,647,383,591,506,529,626,393,671,255,666,116,717,,,,,827,675,,,1000,537,929,506,782,538,753,655,,,,
labeled-data,RAT 2 FR1 10-03-25,img15790.png,,,,,,,782,374,615,530,522,661,361,704,139,711,,,,,,,818,668,,,,,,,774,578,765,662,,,,
labeled-data,RAT 2 FR1 10-03-25,img15915.png,,,,,523,358,598,393,666,473,719,574,645,668,464,681,270,717,500,526,519,621,,,454,483,,,,,,,,,601,618,467,545
labeled-data,RAT 2 FR1 10-03-25,img16049.png,859,388,971,486,775,331,654,345,589,432,573,539,457,563,312,632,,,,,,,734,561,,,855,526,813,506,749,494,674,569,,,,
labeled-data,RAT 2 FR1 10-03-25,img16123.png,909,480,,,,,,,863,367,767,299,687,394,648,491,564,504,468,484,388,532,,,,,774,609,,,723,470,757,572,,,,
labeled-data,RAT 2 FR1 10-03-25,img16203.png,910,414,,,849,390,754,318,,,,,599,509,437,485,,,,,,,768,597,,,907,618,855,525,724,478,756,555,,,,
labeled-data,RAT 2 FR1 10-03-25,img16227.png,907,463,980,583,841,377,757,310,674,395,652,505,544,510,440,489,374,559,,,,,779,613,,,911,617,831,553,710,474,753,563,,,,
labeled-data,RAT 2 FR1 10-03-25,img16290.png,921,332,1042,424,852,361,745,305,,,648,509,549,510,437,485,,,,,858,551,766,593,,,952,500,873,477,724,498,759,558,,,,
labeled-data,RAT 2 FR1 10-03-25,img16578.png,987,332,1185,437,827,320,677,363,607,459,546,554,419,572,322,575,243,565,,,,,789,665,,,983,576,891,509,742,516,712,625,,,,
labeled-data,RAT 2 FR1 10-03-25,img17225.png,,,,,,,833,315,718,540,616,688,,,,,,,,,,,907,674,,,,,,,893,559,856,668,,,,
labeled-data,RAT 2 FR1 10-03-25,img17364.png,949,458,1095,453,823,389,666,385,564,537,538,705,,,,,,,,,,,805,713,,,1007,669,907,621,782,580,720,694,,,,
labeled-data,RAT 2 FR1 10-03-25,img17738.png,883,361,966,329,788,346,725,425,709,557,707,690,664,718,,,,,,,,,877,595,,,,,913,478,886,489,822,613,,,,
labeled-data,RAT 2 FR1 10-03-25,img17760.png,,,,,806,323,777,424,754,547,722,681,679,707,,,,,675,484,,,881,599,,,,,,,898,502,829,617,,,,
labeled-data,RAT 2 FR1 10-03-25,img17900.png,902,366,979,435,804,328,668,353,611,447,563,545,428,556,273,594,136,673,,,805,574,779,653,,,999,542,933,497,748,525,742,618,,,,
labeled-data,RAT 2 FR1 10-03-25,img18188.png,950,428,1038,541,844,374,712,329,612,421,545,557,379,562,225,610,122,694,,,779,574,786,651,,,950,617,891,571,735,521,728,628,,,,
labeled-data,RAT 2 FR1 10-03-25,img18392.png,923,469,1053,574,827,397,673,396,575,508,473,631,312,606,166,627,42,715,,,,,741,716,,,999,649,919,649,774,569,694,696,,,,
labeled-data,RAT 2 FR1 10-03-25,img18451.png,895,401,1135,440,777,363,624,381,557,494,486,613,321,605,157,641,72,715,,,,,746,714,,,938,682,872,599,728,565,688,692,,,,
labeled-data,RAT 2 FR1 10-03-25,img18651.png,,,,,845,372,742,387,667,535,616,709,242,714,107,716,,,,,,,916,671,956,566,,,984,483,885,564,846,679,,,,
labeled-data,RAT 2 FR1 10-03-25,img18749.png,,,,,836,320,852,400,862,515,851,669,792,715,,,,,748,515,,,,,,,,,,,943,483,894,664,774,616,,
labeled-data,RAT 2 FR1 10-03-25,img19581.png,947,492,,,866,489,713,369,568,542,507,625,464,603,,,,,,,,,771,713,,,983,709,899,645,744,578,715,686,,,,
labeled-data,RAT 2 FR1 10-03-25,img19584.png,916,473,1127,486,811,396,661,381,571,503,519,625,453,635,,,,,,,,,780,713,,,994,710,898,653,747,575,712,682,,,,
labeled-data,RAT 2 FR1 10-03-25,img19987.png,955,296,1142,398,817,313,665,400,641,559,600,710,434,702,,,,,,,,,922,661,,,1112,446,999,477,873,555,827,670,,,,
labeled-data,RAT 2 FR1 10-03-25,img20063.png,,,,,,,778,337,677,562,602,711,,,,,,,,,,,900,665,,,,,,,875,559,841,665,,,,
labeled-data,RAT 2 FR1 10-03-25,img20243.png,496,419,,,567,388,712,340,842,474,868,613,727,707,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img20294.png,614,142,486,81,713,237,818,343,867,505,912,657,924,711,,,,,652,527,610,659,,,570,337,,,,,,,,,705,638,464,358
labeled-data,RAT 2 FR1 10-03-25,img20300.png,673,151,562,11,758,238,837,349,874,483,912,664,937,713,,,,,678,515,612,657,,,585,309,514,299,,,,,,,708,648,496,326
labeled-data,RAT 2 FR1 10-03-25,img20375.png,,,,,,,,,,,721,515,902,562,934,706,,,654,511,698,654,538,622,419,234,,,,,,,589,613,701,600,281,318
labeled-data,RAT 2 FR1 10-03-25,img20492.png,957,347,1146,368,796,340,635,367,560,484,483,595,390,573,444,518,537,502,,,,,779,685,,,939,670,929,565,723,538,711,644,,,,
labeled-data,RAT 2 FR1 10-03-25,img20911.png,974,322,1152,404,821,317,684,366,614,496,565,619,443,648,338,659,,,,,,,858,649,,,1007,585,923,518,785,519,776,638,,,,
labeled-data,RAT 2 FR1 10-03-25,img21172.png,893,339,966,366,756,329,656,406,616,537,554,688,433,714,,,,,,,,,859,644,,,957,457,904,478,833,533,780,647,,,,
labeled-data,RAT 2 FR1 10-03-25,img21317.png,,,,,,,792,299,624,474,566,607,392,667,,,,,,,807,615,799,676,,,1104,443,982,453,767,536,738,651,,,1006,563
labeled-data,RAT 2 FR1 10-03-25,img21370.png,950,378,1046,520,835,320,687,349,613,467,569,600,437,655,314,717,,,,,832,611,817,683,,,990,570,913,545,771,559,739,660,,,989,550
labeled-data,RAT 2 FR1 10-03-25,img21642.png,,,,,618,358,692,400,771,483,811,619,749,709,,,,,606,540,711,664,,,547,493,,,,,,,,,747,636,545,554
labeled-data,RAT 2 FR1 10-03-25,img22144.png,928,428,1109,485,817,364,698,350,633,426,594,514,491,526,389,589,327,705,,,,,778,611,,,922,629,859,554,719,497,728,577,,,,
labeled-data,RAT 2 FR1 10-03-25,img22378.png,862,386,981,456,754,346,637,361,561,441,560,550,532,492,417,540,339,675,,,,,683,660,,,1009,470,914,516,656,516,641,622,,,,
labeled-data,RAT 2 FR1 10-03-25,img22433.png,765,374,873,362,734,346,,,,,,,560,490,428,525,,,,,,,602,587,,,819,677,740,546,615,467,626,550,,,868,587
labeled-data,RAT 2 FR1 10-03-25,img22563.png,960,446,1035,591,869,367,769,322,654,374,584,482,481,488,421,534,373,623,,,773,557,674,568,,,884,620,833,534,707,427,653,519,702,537,,
labeled-data,RAT 2 FR1 10-03-25,img22694.png,811,432,929,516,736,379,661,319,586,348,,,571,480,466,483,397,565,,,,,642,563,,,749,594,694,538,607,456,,,,,804,580
labeled-data,RAT 2 FR1 10-03-25,img23071.png,949,464,1132,483,878,400,809,335,700,379,664,458,540,476,449,486,411,563,,,787,545,691,573,,,916,622,883,529,712,469,704,537,779,516,,
labeled-data,RAT 2 FR1 10-03-25,img23224.png,,,,,,,734,356,,,,,569,477,446,477,,,,,,,695,562,,,997,444,919,414,643,467,,,,,987,528
labeled-data,RAT 2 FR1 10-03-25,img23650.png,471,455,406,618,560,384,664,327,734,357,,,,,,,,,736,481,735,594,,,569,581,,,,,,,,,748,541,498,650
labeled-data,RAT 2 FR1 10-03-25,img23761.png,,,,,454,334,503,420,565,521,675,636,803,701,944,711,981,642,369,543,416,655,,,,,,,,,,,,,481,651,,
