rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 6 FR1 10-03-25,img00083.png,,,,,894,341,760,313,640,515,596,656,494,649,,,,,,,,,853,710,,,,,,,824,584,798,680,,,,
labeled-data,RAT 6 FR1 10-03-25,img00111.png,,,,,907,352,763,332,672,523,609,644,494,649,,,,,,,,,850,712,,,,,,,823,530,,,,,,
labeled-data,RAT 6 FR1 10-03-25,img00140.png,,,,,,,868,327,821,524,776,604,655,658,495,638,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 6 FR1 10-03-25,img00253.png,619,413,,,705,364,819,332,914,487,916,639,834,716,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 6 FR1 10-03-25,img00278.png,610,399,,,685,359,836,350,917,492,915,618,865,698,,,,,741,506,,,,,,,,,,,,,,,,,,
labeled-data,RAT 6 FR1 10-03-25,img00484.png,545,434,,,579,366,632,310,,,,,753,532,877,515,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 6 FR1 10-03-25,img00631.png,956,470,,,854,420,701,352,580,434,527,528,521,492,,,,,,,,,671,630,,,890,660,836,558,655,525,627,608,,,,
labeled-data,RAT 6 FR1 10-03-25,img00636.png,929,457,,,863,424,709,338,568,428,531,521,505,503,,,,,,,,,672,632,,,891,659,841,536,666,545,632,609,,,,
labeled-data,RAT 6 FR1 10-03-25,img00720.png,943,419,,,856,389,694,326,577,450,520,534,514,497,,,,,,,,,674,628,,,916,628,874,517,669,524,629,610,,,,
