rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ai2,img000.png,996,357,,,925,326,825,312,702,404,649,460,576,493,458,524,320,564,,,,,841,521,,,972,496,966,461,797,445,778,499,,,,
labeled-data,ai2,img003.png,1005,378,,,945,347,833,311,718,374,647,463,574,501,430,530,320,565,,,,,835,523,,,970,494,965,461,782,472,788,510,,,,
labeled-data,ai2,img004.png,994,372,,,926,342,830,314,722,389,640,462,563,505,419,529,323,563,,,,,835,518,,,976,496,946,436,796,433,785,493,,,852,578
labeled-data,ai2,img013.png,976,370,1078,460,911,354,828,305,724,371,651,462,565,500,436,521,320,562,,,,,828,514,,,971,497,942,461,798,432,792,515,,,,
labeled-data,ai2,img015.png,978,366,,,928,353,829,304,720,369,653,469,568,496,458,516,318,565,,,,,835,519,,,972,497,952,441,811,408,780,498,,,,
labeled-data,ai2,img017.png,974,358,1073,479,895,322,820,294,707,368,644,471,555,505,430,522,316,566,,,,,848,522,,,965,497,935,475,773,463,783,511,,,929,563
labeled-data,ai2,img022.png,955,360,1085,499,886,327,808,288,699,363,638,479,538,510,460,516,320,563,,,,,830,520,,,959,499,905,473,790,440,781,505,,,,
labeled-data,ai2,img025.png,978,366,1116,511,928,353,811,294,720,369,642,470,568,496,458,516,318,565,,,,,835,519,,,972,497,952,441,811,408,780,498,,,,
labeled-data,ai2,img034.png,1077,396,,,992,369,892,316,749,350,666,451,592,488,472,521,374,540,,,,,831,522,,,1022,549,953,457,798,446,781,511,,,,
labeled-data,ai2,img049.png,893,387,789,591,891,341,828,314,746,373,682,442,599,471,515,486,435,514,,,,,,,991,510,,,,,,,,,,,909,599
labeled-data,ai2,img050.png,862,406,752,605,893,369,871,306,751,359,689,442,623,462,543,480,436,511,,,,,,,987,493,,,,,,,,,,,925,589
labeled-data,ai2,img051.png,856,407,737,612,875,354,861,299,765,355,696,445,636,460,545,483,446,507,,,,,,,975,501,,,,,,,,,,,916,597
labeled-data,ai2,img052.png,829,417,690,612,879,369,884,316,824,304,717,439,667,448,575,471,465,498,,,,,,,941,499,,,,,,,,,,,910,595
labeled-data,ai2,img054.png,760,407,598,605,825,375,839,319,839,279,,,640,462,588,478,516,491,,,,,,,910,487,,,,,,,,,,,899,593
labeled-data,ai2,img056.png,608,436,476,598,726,392,786,348,839,297,,,,,,,,,906,424,885,542,,,806,495,,,,,,,,,894,513,716,574
labeled-data,ai2,img066.png,418,430,191,667,523,390,640,332,761,362,839,436,934,441,979,463,,,764,461,690,595,,,521,566,,,,,,,,,730,573,470,633
labeled-data,ai2,img071.png,435,419,337,674,515,371,640,316,765,405,812,451,936,472,,,,,747,475,703,597,,,578,541,,,,,,,,,736,567,461,652
labeled-data,ai2,img080.png,432,432,355,677,526,377,606,342,702,324,808,457,878,474,951,485,,,746,484,703,595,,,,,,,,,,,,,735,554,,
labeled-data,ai2,img082.png,441,419,299,651,515,371,640,316,765,405,802,463,919,482,,,,,747,475,693,600,,,559,545,,,,,,,,,731,584,458,646
labeled-data,ai2,img083.png,445,422,280,664,528,381,624,328,763,368,804,459,879,479,973,490,,,737,475,699,600,,,,,,,,,,,,,743,568,,
labeled-data,ai2,img084.png,452,422,247,660,529,383,642,321,748,364,807,464,883,483,938,491,,,748,488,690,598,,,568,553,,,,,,,,,730,577,448,653
labeled-data,ai2,img085.png,437,435,225,651,513,395,615,333,732,343,810,465,841,469,902,482,978,492,758,477,687,601,,,533,573,,,,,,,,,738,572,446,655
labeled-data,ai2,img086.png,437,435,208,656,513,395,615,333,732,343,804,457,851,478,939,489,,,758,477,687,601,,,533,573,,,,,,,,,738,572,446,655
labeled-data,ai2,img087.png,437,435,185,638,513,395,615,333,732,343,807,460,856,471,915,485,975,494,758,477,687,601,,,533,573,,,,,,,,,738,572,446,655
labeled-data,ai2,img089.png,434,428,157,636,513,395,615,333,732,343,801,465,881,481,944,489,,,758,477,687,601,,,533,573,394,626,,,,,,,738,572,446,655
labeled-data,ai2,img090.png,399,428,158,641,510,395,632,335,730,355,809,464,836,476,913,484,,,741,475,689,600,,,521,548,386,629,,,,,,,732,575,457,645
labeled-data,ai2,img093.png,383,430,156,638,479,404,591,353,708,337,799,457,858,471,966,498,,,728,490,706,605,,,509,576,394,624,,,,,,,744,558,455,645
labeled-data,ai2,img097.png,369,447,198,651,519,361,633,320,755,375,804,475,871,487,925,493,975,497,723,503,677,603,,,538,580,,,,,,,,,741,564,454,649
labeled-data,ai2,img099.png,417,419,188,642,492,390,611,328,736,350,816,478,888,491,952,498,,,748,523,691,605,,,546,544,,,,,,,,,741,571,457,639
labeled-data,ai2,img103.png,423,404,251,550,559,378,663,308,745,326,830,489,889,494,937,501,,,740,484,689,595,,,530,554,406,616,,,,,,,755,552,465,643
labeled-data,ai2,img111.png,464,379,,,517,335,622,304,788,412,856,489,939,516,1045,533,1106,532,692,451,683,603,,,443,454,,,,,,,,,716,578,,
labeled-data,ai2,img112.png,,,,,497,340,597,298,721,355,812,470,898,514,981,534,1113,545,673,463,667,583,,,444,438,,,,,,,,,690,522,,
labeled-data,ai2,img114.png,,,,,,,560,289,626,400,723,493,801,534,987,576,,,541,421,508,528,,,,,,,,,,,,,547,539,,
labeled-data,ai2,img117.png,,,,,,,542,292,625,396,662,492,807,560,957,583,1105,580,506,431,499,530,,,,,,,,,,,,,537,535,,
labeled-data,ai2,img118.png,,,,,484,346,564,298,620,395,671,487,805,568,951,588,1103,586,510,430,507,531,,,450,444,,,,,,,,,536,531,,
