rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2025-03-18 14-08-10,img00002.png,530,450,,,609,416,769,393,854,471,,,,,,,,,752,528,718,599,,,603,556,,,,,,,,,759,575,595,628
labeled-data,2025-03-18 14-08-10,img00067.png,560,440,492,508,580,430,737,377,839,425,,,919,507,885,464,,,804,539,722,593,,,611,561,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img00068.png,560,441,477,526,631,407,737,375,835,426,903,519,914,491,884,462,,,748,521,727,597,,,604,560,,,,,,,,,772,580,556,604
labeled-data,2025-03-18 14-08-10,img00109.png,393,480,299,588,489,427,619,413,749,419,853,489,891,435,832,409,779,419,731,542,721,599,,,464,581,,,,,,,,,753,584,399,613
labeled-data,2025-03-18 14-08-10,img00129.png,377,448,,,454,403,589,389,706,426,800,502,903,422,762,421,,,,,,,,,404,567,,,,,,,,,,,395,628
labeled-data,2025-03-18 14-08-10,img00137.png,,,,,410,408,539,419,596,475,664,554,822,529,918,474,849,440,466,526,442,627,,,359,516,,,,,,,,,514,621,,
labeled-data,2025-03-18 14-08-10,img00142.png,,,397,393,,,536,474,586,522,652,549,810,539,926,494,888,447,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img00160.png,,,,,,,428,368,318,397,379,479,593,493,799,508,865,446,,,402,590,395,614,,,,,,,411,502,347,588,,,,
labeled-data,2025-03-18 14-08-10,img00171.png,502,404,548,484,447,361,340,349,267,405,272,567,432,505,648,529,881,520,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img00179.png,547,424,609,530,495,416,399,348,271,465,339,543,555,584,671,624,,,,,,,396,616,,,544,564,479,523,394,485,343,597,,,,
labeled-data,2025-03-18 14-08-10,img00293.png,578,425,674,514,532,414,398,365,288,433,277,576,346,620,517,633,,,,,,,392,613,,,575,592,538,542,411,508,352,596,,,,
labeled-data,2025-03-18 14-08-10,img00372.png,576,419,,,533,406,388,368,287,449,293,614,439,637,,,,,,,,,391,614,,,573,589,558,532,408,515,351,597,,,,
labeled-data,2025-03-18 14-08-10,img00404.png,583,419,,,536,413,424,367,312,426,272,545,324,628,,,,,,,,,388,616,,,574,590,539,507,367,524,349,602,,,,
labeled-data,2025-03-18 14-08-10,img00421.png,576,410,,,532,414,418,369,296,436,274,593,330,638,,,,,,,,,388,615,,,574,591,561,533,371,519,340,596,,,,
labeled-data,2025-03-18 14-08-10,img00451.png,571,415,,,492,376,394,363,300,421,280,597,,,,,,,,,,,407,616,,,579,591,553,518,372,522,338,596,,,,
labeled-data,2025-03-18 14-08-10,img00466.png,572,414,,,524,413,409,364,279,464,272,586,320,634,,,,,,,,,389,616,,,575,588,539,511,383,519,339,595,,,,
labeled-data,2025-03-18 14-08-10,img00515.png,,,,,,,807,399,777,470,715,504,551,451,532,617,,,,,,,911,574,,,,,,,917,483,874,563,,,,
labeled-data,2025-03-18 14-08-10,img00533.png,,,,,,,851,396,819,478,755,538,629,492,504,530,558,629,,,,,917,580,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img00597.png,797,427,808,568,792,382,800,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img00661.png,572,419,,,647,390,762,353,843,453,880,508,879,447,,,,,,,,,720,539,639,534,,,,,,,764,534,,,583,620
labeled-data,2025-03-18 14-08-10,img00698.png,674,386,666,540,714,348,762,323,,,,,,,,,,,845,484,846,586,,,777,500,,,,,,,,,839,560,,
labeled-data,2025-03-18 14-08-10,img00858.png,,,,,,,802,325,717,443,647,511,546,513,555,607,779,627,,,,,800,549,,,,,,,791,469,762,541,,,,
labeled-data,2025-03-18 14-08-10,img00886.png,,,,,822,323,860,387,874,464,846,545,668,513,593,603,,,741,399,763,509,,,,,,,,,,,,,794,515,,
labeled-data,2025-03-18 14-08-10,img00926.png,849,389,907,497,817,353,786,316,,,,,,,,,,,,,,,727,479,,,816,520,778,476,702,420,738,467,,,,
labeled-data,2025-03-18 14-08-10,img00954.png,,,,,,,769,319,,,,,,,,,,,,,,,724,479,,,818,519,770,448,693,393,726,463,,,,
labeled-data,2025-03-18 14-08-10,img01066.png,746,410,703,565,817,370,875,346,,,,,,,,,,,905,481,841,561,,,,,,,,,,,,,858,534,,
labeled-data,2025-03-18 14-08-10,img01095.png,713,434,643,557,787,377,862,348,,,,,,,,,,,866,497,837,562,,,786,544,,,,,,,,,,,712,583
labeled-data,2025-03-18 14-08-10,img01118.png,705,440,631,555,766,414,820,375,888,362,,,,,,,,,869,505,844,560,,,769,544,,,,,,,,,,,718,580
labeled-data,2025-03-18 14-08-10,img01200.png,717,389,672,554,774,361,811,321,,,,,,,,,,,883,490,845,559,,,769,520,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img01221.png,644,452,572,596,710,398,763,356,821,356,,,,,,,,,855,485,853,557,,,736,558,,,,,,,,,857,533,680,598
labeled-data,2025-03-18 14-08-10,img01245.png,643,449,567,601,721,400,812,355,,,,,,,,,,,853,464,849,556,,,744,539,,,,,,,,,863,534,683,599
labeled-data,2025-03-18 14-08-10,img01304.png,,,,,,,894,366,846,515,757,579,557,538,471,474,536,413,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img01347.png,765,387,,,822,356,904,384,919,487,862,603,672,629,470,634,407,580,804,493,787,553,,,,,,,,,,,,,830,566,759,512
labeled-data,2025-03-18 14-08-10,img01431.png,547,450,,,590,443,805,397,901,496,941,562,962,615,,,,,792,518,732,603,,,635,546,,,,,,,,,782,595,628,610
labeled-data,2025-03-18 14-08-10,img01450.png,550,452,471,535,619,425,745,383,856,431,941,556,943,622,,,,,791,524,725,601,,,641,561,,,,,,,,,779,595,629,606
labeled-data,2025-03-18 14-08-10,img01517.png,655,413,565,564,740,353,825,359,915,458,951,537,959,582,814,602,697,632,801,501,731,606,,,691,556,,,,,,,,,783,592,610,579
labeled-data,2025-03-18 14-08-10,img01540.png,652,410,585,581,711,391,829,345,899,411,930,523,973,580,842,587,711,631,786,504,732,601,,,694,561,,,,,,,,,790,585,,
labeled-data,2025-03-18 14-08-10,img01663.png,630,431,695,581,598,372,650,335,704,322,,,808,529,955,561,,,741,478,768,598,,,,,573,576,,,,,,,782,549,,
labeled-data,2025-03-18 14-08-10,img01672.png,572,396,544,561,629,367,673,323,739,344,805,513,944,538,958,569,830,535,741,472,770,601,679,546,648,524,572,572,,,,,709,532,783,549,598,587
labeled-data,2025-03-18 14-08-10,img01772.png,438,437,,,528,418,634,395,755,485,811,534,951,530,1001,629,,,642,520,623,611,,,446,545,,,,,,,,,666,593,404,575
labeled-data,2025-03-18 14-08-10,img01828.png,,,,,,,404,443,454,514,545,544,696,463,891,440,921,595,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img01834.png,535,396,610,463,,,397,427,378,514,410,586,518,542,634,477,,,,,,,514,583,,,,,,,,,483,591,,,,
