rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 8 FR1 10-03-25,img00084.png,727,426,,,681,400,594,332,,,,,,,,,,,,,,,537,544,,,630,629,589,501,,,,,,,727,593
labeled-data,RAT 8 FR1 10-03-25,img00209.png,888,352,,,837,356,714,310,595,450,554,515,495,504,541,486,,,,,757,578,690,621,,,945,604,851,494,683,508,657,586,,,938,530
labeled-data,RAT 8 FR1 10-03-25,img00214.png,976,465,,,869,417,727,338,609,455,561,507,520,488,,,,,,,,,683,618,,,917,649,854,565,699,523,653,586,,,,
labeled-data,RAT 8 FR1 10-03-25,img00497.png,946,453,,,898,443,788,373,648,561,563,663,484,631,,,,,,,,,840,704,,,987,613,920,586,863,585,788,689,,,,
labeled-data,RAT 8 FR1 10-03-25,img00770.png,,,,,,,822,330,667,537,577,680,471,651,,,,,,,,,848,704,,,,,,,854,575,784,694,,,1001,650
labeled-data,RAT 8 FR1 10-03-25,img00860.png,,,,,,,797,344,650,557,567,685,475,704,,,,,,,,,846,703,,,,,946,410,834,590,797,692,,,,
labeled-data,RAT 8 FR1 10-03-25,img00922.png,961,459,,,900,424,770,336,602,494,537,623,432,702,,,,,,,,,758,711,,,945,713,864,573,753,593,725,671,,,,
labeled-data,RAT 8 FR1 10-03-25,img01179.png,991,513,,,924,442,789,377,645,534,564,642,421,711,,,,,,,,,814,711,,,1042,712,931,623,814,605,762,696,,,,
labeled-data,RAT 8 FR1 10-03-25,img01660.png,1003,469,,,939,435,776,330,589,513,601,647,548,712,,,,,,,,,776,709,,,945,664,889,600,800,584,731,654,,,,
labeled-data,RAT 8 FR1 10-03-25,img01829.png,,,,,,,819,372,656,591,564,677,429,638,,,,,,,,,886,712,,,,,1003,470,880,634,840,714,,,,
labeled-data,RAT 8 FR1 10-03-25,img02030.png,,,,,932,400,826,345,693,582,569,674,393,652,,,,,,,,,890,714,,,,,,,880,595,829,706,,,,
labeled-data,RAT 8 FR1 10-03-25,img02033.png,937,413,,,900,422,770,352,671,579,576,682,446,634,358,709,,,,,,,881,714,,,977,646,953,525,859,615,827,706,,,,
labeled-data,RAT 8 FR1 10-03-25,img02063.png,973,439,,,929,432,790,350,643,539,540,651,417,628,351,713,,,,,,,889,713,,,987,710,931,601,862,576,813,705,,,,
labeled-data,RAT 8 FR1 10-03-25,img02252.png,,,,,,,834,354,673,615,588,700,442,645,374,702,,,,,,,900,713,,,,,1015,429,916,603,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img03471.png,979,462,,,901,454,734,382,568,560,483,649,338,680,160,713,,,,,,,765,712,,,1042,681,919,602,767,582,708,701,,,,
labeled-data,RAT 8 FR1 10-03-25,img03553.png,,,,,,,818,343,639,511,529,636,374,653,176,709,,,,,831,658,770,712,,,1050,610,988,503,799,598,718,702,,,966,657
labeled-data,RAT 8 FR1 10-03-25,img03658.png,885,281,,,846,307,677,341,589,549,505,658,344,658,178,703,,,,,,,,,,,1024,499,930,440,772,604,,,,,1044,420
labeled-data,RAT 8 FR1 10-03-25,img03682.png,,,,,887,347,743,325,602,563,515,674,348,667,176,707,,,,,,,,,,,1095,437,957,422,783,593,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img03728.png,,,,,907,344,740,313,608,544,517,680,322,670,176,711,,,,,,,,,,,1155,440,985,400,791,590,,,,,1037,534
labeled-data,RAT 8 FR1 10-03-25,img03940.png,950,342,,,902,368,742,318,600,473,499,593,338,569,205,650,,,,,776,631,757,705,,,1025,574,917,508,755,571,712,674,,,982,659
labeled-data,RAT 8 FR1 10-03-25,img04003.png,,,,,936,423,777,370,609,533,522,614,328,600,162,687,,,,,,,757,709,,,1070,664,1019,541,774,577,719,682,,,,
labeled-data,RAT 8 FR1 10-03-25,img04349.png,,,,,,,867,368,798,611,,,,,,,,,,,,,,,,,,,,,988,583,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img04425.png,,,,,,,935,349,861,614,,,,,,,,,,,,,,,,,,,,,1033,599,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img04531.png,,,,,674,426,509,329,,,,,357,526,,,,,,,,,462,644,,,708,669,662,552,416,539,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img04704.png,,,,,930,409,814,352,687,575,,,,,,,,,,,,,880,688,,,,,,,889,583,827,690,,,,
labeled-data,RAT 8 FR1 10-03-25,img05126.png,,,,,,,836,366,705,567,590,690,456,690,277,698,,,,,,,,,,,,,,,891,610,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img05398.png,,,,,,,901,369,800,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img05500.png,990,491,,,921,456,788,360,597,490,539,545,424,538,505,502,,,,,,,749,679,,,1013,707,896,590,749,568,718,638,,,,
labeled-data,RAT 8 FR1 10-03-25,img05619.png,,,,,,,809,320,632,490,554,595,471,609,385,599,,,,,,,818,682,,,,,,,766,551,767,659,,,,
labeled-data,RAT 8 FR1 10-03-25,img05796.png,929,388,,,892,399,752,362,641,547,531,675,384,670,,,,,,,,,852,710,,,1020,542,939,497,823,616,796,695,,,,
labeled-data,RAT 8 FR1 10-03-25,img05851.png,,,,,,,909,365,804,573,,,,,,,,,,,,,,,,,,,,,996,600,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img05966.png,,,,,947,431,779,355,629,539,550,641,416,650,301,709,,,,,,,,,,,1063,696,975,559,811,617,749,709,,,,
labeled-data,RAT 8 FR1 10-03-25,img06186.png,,,,,,,851,362,831,521,812,597,761,653,670,716,,,,,,,883,621,,,,,,,912,503,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img06322.png,913,422,,,853,420,714,345,587,471,514,559,360,597,270,711,,,,,,,725,662,,,1012,630,925,547,722,558,678,641,,,,
labeled-data,RAT 8 FR1 10-03-25,img06474.png,924,328,,,869,340,731,315,633,478,549,602,393,598,272,667,,,,,,,816,633,,,1000,480,907,433,785,522,768,621,,,,
labeled-data,RAT 8 FR1 10-03-25,img06892.png,900,171,,,881,272,857,407,896,585,943,673,,,,,,,,,756,608,,,,,,,,,,,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img07098.png,914,425,,,863,414,746,320,635,416,575,482,446,492,398,571,,,,,,,721,598,,,886,623,842,525,703,512,672,583,,,,
labeled-data,RAT 8 FR1 10-03-25,img07952.png,,,,,,,,,,,542,604,400,624,262,692,,,756,534,759,626,714,679,827,234,712,149,641,209,679,561,674,657,716,622,789,173
labeled-data,RAT 8 FR1 10-03-25,img07978.png,918,366,,,852,385,688,328,563,469,506,576,349,611,246,709,,,,,,,718,679,,,904,713,885,541,700,559,678,657,,,,
labeled-data,RAT 8 FR1 10-03-25,img08215.png,902,412,,,862,418,761,385,683,622,580,713,355,672,219,709,,,,,,,,,,,1033,562,935,521,866,608,824,712,,,,
labeled-data,RAT 8 FR1 10-03-25,img08239.png,,,,,,,779,364,710,569,,,370,672,208,709,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img08463.png,,,,,,,883,328,806,550,,,,,200,706,,,,,,,,,,,,,,,974,619,,,,,,
labeled-data,RAT 8 FR1 10-03-25,img08808.png,300,436,147,594,391,410,516,343,669,481,747,632,912,647,1036,703,,,476,533,452,670,,,,,,,,,,,,,535,656,,
