rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ai8,img002.png,819,346,1004,290,725,350,629,367,555,442,493,539,397,528,363,480,438,451,,,,,708,630,,,866,620,836,541,669,520,631,610,,,,
labeled-data,ai8,img005.png,826,333,1016,251,733,345,638,367,560,444,497,531,403,522,363,477,437,450,,,701,575,697,623,,,,,850,469,679,519,629,603,,,972,409
labeled-data,ai8,img006.png,829,314,1019,239,753,340,655,360,575,421,498,529,404,524,360,477,437,452,,,702,577,699,624,,,955,384,890,430,690,501,632,599,,,968,410
labeled-data,ai8,img008.png,840,296,1020,204,754,335,647,367,572,440,504,523,388,523,356,479,431,450,,,694,571,705,630,,,969,421,899,436,687,513,634,597,,,956,405
labeled-data,ai8,img009.png,843,302,1012,170,765,329,666,359,579,433,513,524,403,522,352,488,415,456,,,701,575,697,623,,,973,417,872,442,688,509,632,599,,,,
labeled-data,ai8,img010.png,848,293,1016,168,765,323,670,358,587,433,520,521,409,520,352,495,415,453,,,701,574,694,623,,,967,422,872,442,696,513,629,593,,,958,405
labeled-data,ai8,img013.png,854,256,1032,147,778,305,670,358,596,432,531,519,423,530,346,503,415,455,,,699,572,689,626,,,968,419,883,417,701,511,633,591,,,959,407
labeled-data,ai8,img016.png,866,227,1045,120,805,277,704,343,616,423,545,515,429,533,340,521,398,468,,,696,571,688,623,,,969,419,885,415,720,502,635,584,,,960,405
labeled-data,ai8,img022.png,835,262,979,212,760,304,674,353,604,431,527,535,386,549,342,508,398,468,,,698,581,688,627,,,960,424,865,411,701,522,630,596,,,,
labeled-data,ai8,img023.png,839,249,985,209,763,298,657,346,593,440,535,535,418,557,336,520,395,469,,,697,581,694,627,,,961,423,882,417,711,506,629,597,,,,
labeled-data,ai8,img025.png,832,264,961,172,756,306,665,360,594,442,533,538,386,555,338,517,395,469,,,695,580,687,629,,,960,419,865,402,701,516,626,597,,,,
labeled-data,ai8,img035.png,827,249,,,744,305,653,358,592,451,532,546,413,565,337,525,394,475,,,,,686,631,,,971,424,887,417,719,513,625,598,,,,
labeled-data,ai8,img045.png,,,,,778,359,671,369,598,440,526,550,395,556,343,519,393,468,,,,,691,631,,,817,569,839,514,704,520,626,603,,,,
labeled-data,ai8,img049.png,,,,,736,341,669,369,605,440,562,553,420,573,328,549,380,483,,,,,693,627,,,817,554,828,464,733,509,638,572,,,,
labeled-data,ai8,img051.png,,,534,478,713,332,665,371,632,442,595,542,451,584,333,583,341,524,,,,,783,580,,,,,,,754,493,740,584,,,,
labeled-data,ai8,img054.png,573,383,458,481,666,326,687,373,691,479,654,551,518,605,358,596,288,567,599,492,574,570,788,592,554,490,,,,,774,490,747,599,,,481,514
labeled-data,ai8,img056.png,518,393,401,506,593,346,669,359,689,442,661,549,568,606,436,615,303,602,580,475,572,569,792,590,534,519,,,,,763,450,752,594,602,579,480,544
labeled-data,ai8,img061.png,455,398,350,542,534,355,635,339,702,414,706,536,659,619,535,657,395,651,588,475,572,570,,,521,518,476,525,,,736,428,,,608,576,478,544
labeled-data,ai8,img066.png,423,406,310,568,503,336,617,328,688,393,706,494,697,618,541,712,,,575,452,571,569,,,506,516,422,551,,,,,,,626,553,481,544
labeled-data,ai8,img068.png,411,411,302,574,486,344,597,319,677,383,709,496,716,617,604,718,,,583,459,577,570,,,488,507,410,562,,,,,,,624,554,476,548
labeled-data,ai8,img070.png,404,421,296,581,479,357,586,323,681,383,715,490,744,604,622,712,,,590,448,579,569,,,458,543,,,,,,,,,631,557,393,587
labeled-data,ai8,img073.png,398,437,241,570,478,373,591,342,685,406,737,494,812,601,715,709,,,612,471,582,570,,,443,558,,,,,,,,,641,565,359,611
labeled-data,ai8,img074.png,398,432,236,560,481,369,591,341,681,398,743,494,825,592,775,709,,,605,477,579,573,672,552,430,558,,,,,,,,,643,561,364,609
labeled-data,ai8,img075.png,393,424,241,557,478,371,595,344,688,399,741,489,841,579,808,710,,,612,465,585,572,673,553,436,555,,,,,,,,,641,565,379,605
labeled-data,ai8,img094.png,,,,,442,337,470,407,535,464,615,518,733,581,898,636,1070,702,443,468,481,620,,,,,,,,,582,421,,,546,563,413,553
labeled-data,ai8,img100.png,,,,,501,307,495,378,517,450,546,518,635,590,783,636,953,662,441,471,419,531,534,574,,,,,,,583,464,,,478,545,,
labeled-data,ai8,img107.png,636,374,737,456,528,319,480,360,467,414,461,501,507,592,644,640,791,648,400,439,401,564,575,560,,,654,505,638,471,562,459,546,570,424,543,,
labeled-data,ai8,img114.png,760,374,840,438,680,360,585,329,489,361,448,441,414,515,485,596,627,649,,,,,535,565,,,761,501,728,462,580,434,533,508,,,,
labeled-data,ai8,img115.png,757,375,852,430,677,349,587,332,498,359,458,439,411,506,488,598,613,649,,,,,542,555,,,760,499,720,447,582,448,527,500,,,,
labeled-data,ai8,img119.png,774,367,882,386,711,344,635,319,525,373,493,443,425,514,447,598,558,641,,,576,500,713,494,,,757,496,714,444,654,420,655,501,530,494,771,471
labeled-data,ai8,img127.png,774,332,889,318,704,320,627,325,564,377,521,451,444,505,441,589,540,643,,,572,501,708,514,,,826,483,788,431,672,424,660,508,530,488,773,475
labeled-data,ai8,img134.png,797,332,891,431,738,315,658,313,595,357,545,452,466,491,429,561,514,631,,,,,716,512,,,828,489,808,449,699,409,660,503,,,,
labeled-data,ai8,img138.png,802,372,901,491,748,336,657,303,576,367,537,448,459,492,425,560,516,631,,,,,713,516,,,820,492,772,467,691,413,654,505,,,,
labeled-data,ai8,img143.png,831,390,921,534,773,346,680,315,601,358,533,433,461,470,426,546,500,623,,,,,713,519,,,836,527,779,484,670,426,657,503,,,,
labeled-data,ai8,img144.png,836,390,923,529,768,344,685,314,601,358,537,431,461,470,422,539,500,623,,,,,719,526,,,832,525,785,492,673,419,662,505,,,,
labeled-data,ai8,img145.png,839,398,926,525,782,360,700,314,601,363,540,430,456,470,422,549,498,619,,,,,709,531,,,837,527,778,492,667,419,657,503,,,,
labeled-data,ai8,img148.png,843,396,943,538,779,344,692,312,605,365,543,433,478,461,391,508,395,575,,,,,700,527,,,845,527,769,501,676,417,661,504,,,,
