rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 2 FR1 10-02-25,img00210.png,,,,,371,400,510,361,661,444,711,476,889,431,852,585,734,649,569,578,557,665,,,,,,,,,,,,,603,648,,
labeled-data,RAT 2 FR1 10-02-25,img00540.png,,,,,,,724,340,593,462,533,568,414,567,299,647,,,,,791,573,777,648,,,1004,440,900,392,724,525,724,628,,,978,534
labeled-data,RAT 2 FR1 10-02-25,img00910.png,943,375,,,858,365,727,319,603,440,550,547,425,546,304,653,,,,,776,581,765,647,,,950,563,874,503,723,518,729,629,,,,
labeled-data,RAT 2 FR1 10-02-25,img01667.png,,,,,,,712,353,584,471,509,589,442,617,344,630,,,,,,,763,638,,,1008,496,915,429,726,551,717,630,,,982,530
labeled-data,RAT 2 FR1 10-02-25,img01790.png,892,270,,,804,304,711,373,632,467,528,604,464,631,368,633,,,,,,,772,643,,,,,882,349,772,534,721,626,,,,
labeled-data,RAT 2 FR1 10-02-25,img01900.png,947,495,,,868,455,738,371,632,425,543,573,449,610,374,614,,,,,,,774,648,,,955,624,930,546,730,525,715,621,,,,
labeled-data,RAT 2 FR1 10-02-25,img02479.png,,,,,,,712,335,586,464,509,594,414,654,262,703,589,566,,,,,779,647,,,998,447,909,401,709,529,712,627,,,907,545
labeled-data,RAT 2 FR1 10-02-25,img02578.png,972,243,,,872,276,731,318,612,465,546,556,466,602,362,650,256,652,,,,,774,646,,,1127,440,999,376,746,509,725,623,,,,
labeled-data,RAT 2 FR1 10-02-25,img03055.png,907,394,,,847,374,742,314,633,410,567,506,499,505,419,465,539,493,,,,,778,604,,,953,625,893,496,721,466,750,564,,,,
labeled-data,RAT 2 FR1 10-02-25,img03439.png,900,177,1078,117,807,230,683,300,595,441,521,537,389,572,242,614,,,,,745,570,734,645,,,1076,257,928,281,732,483,687,602,,,,
labeled-data,RAT 2 FR1 10-02-25,img03487.png,919,356,,,849,349,741,304,610,426,510,550,429,539,329,517,,,,,754,567,739,648,,,1031,467,900,438,721,517,691,610,,,935,541
labeled-data,RAT 2 FR1 10-02-25,img03488.png,916,357,,,848,347,724,310,591,440,522,548,422,542,314,515,,,,,755,568,738,643,,,1002,490,900,439,712,510,691,615,,,937,541
labeled-data,RAT 2 FR1 10-02-25,img03555.png,916,461,1117,472,820,423,710,346,588,469,535,536,429,543,313,524,,,,,,,726,641,,,910,668,846,590,665,531,677,620,,,,
labeled-data,RAT 2 FR1 10-02-25,img03612.png,886,401,,,818,392,691,333,561,454,499,549,408,562,287,552,,,,,,,720,636,,,957,544,861,508,690,521,680,622,,,,
labeled-data,RAT 2 FR1 10-02-25,img03861.png,890,262,,,830,277,718,337,610,465,542,551,460,597,349,608,,,,,,,735,642,,,,,920,319,733,495,686,607,,,,
labeled-data,RAT 2 FR1 10-02-25,img03932.png,876,160,,,832,210,750,293,669,387,607,484,405,545,209,602,,,,,744,567,735,648,,,,,926,215,748,449,685,593,,,,
labeled-data,RAT 2 FR1 10-02-25,img04361.png,936,447,,,861,427,728,348,591,434,539,505,416,492,258,539,,,,,,,700,630,,,908,653,849,550,666,492,681,601,,,,
labeled-data,RAT 2 FR1 10-02-25,img04392.png,891,412,,,835,403,704,339,563,453,500,514,398,506,279,542,,,,,,,704,628,,,989,547,,,683,507,670,604,,,,
labeled-data,RAT 2 FR1 10-02-25,img04449.png,,,,,,,708,347,577,440,483,544,391,562,260,565,,,,,726,566,701,628,,,996,418,888,398,679,525,666,603,,,1009,537
labeled-data,RAT 2 FR1 10-02-25,img04546.png,855,364,,,791,357,679,326,568,455,482,548,379,562,271,582,,,,,727,565,704,636,,,996,448,893,432,695,494,668,607,,,,
labeled-data,RAT 2 FR1 10-02-25,img04848.png,754,413,802,583,684,382,565,324,497,493,513,595,547,700,,,,,,,,,731,484,,,709,614,666,544,660,437,690,517,,,,
labeled-data,RAT 2 FR1 10-02-25,img05125.png,799,411,816,616,738,358,658,316,,,509,527,383,523,252,559,,,,,,,692,632,,,749,587,694,527,622,502,649,616,,,,
labeled-data,RAT 2 FR1 10-02-25,img05210.png,786,363,828,586,746,340,683,297,560,409,504,525,381,522,244,567,,,,,,,690,632,,,742,574,710,517,635,516,625,599,,,,
labeled-data,RAT 2 FR1 10-02-25,img05223.png,830,389,785,609,781,357,677,291,568,394,505,528,424,523,311,528,,,,,,,690,632,,,,,715,483,637,498,628,603,,,,
labeled-data,RAT 2 FR1 10-02-25,img05444.png,,,,,,,730,329,575,468,490,569,343,546,191,622,,,,,,,726,639,,,996,453,905,391,677,520,686,616,,,973,527
labeled-data,RAT 2 FR1 10-02-25,img05576.png,832,481,902,663,820,392,754,329,,,619,423,,,,,,,,,,,641,597,,,806,680,749,551,660,451,652,547,,,959,666
labeled-data,RAT 2 FR1 10-02-25,img05578.png,832,473,821,698,810,417,780,329,,,,,,,,,,,,,,,641,595,,,,,752,548,672,438,648,554,,,950,665
labeled-data,RAT 2 FR1 10-02-25,img05817.png,891,336,,,834,330,755,304,655,409,638,461,517,421,383,472,309,635,,,807,572,727,606,,,881,632,868,478,708,459,686,566,785,541,1013,509
labeled-data,RAT 2 FR1 10-02-25,img06377.png,981,302,1155,367,866,314,754,317,651,464,572,534,323,598,321,548,,,,,,,809,627,,,1015,505,904,452,768,518,765,601,,,,
