rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2025-03-18 12-58-10,img006.png,912,342,984,405,890,339,817,299,714,355,688,437,632,442,,,,,,,,,832,499,,,941,494,902,451,790,414,782,474,,,,
labeled-data,2025-03-18 12-58-10,img012.png,876,315,,,850,334,774,307,699,364,680,444,629,441,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 12-58-10,img013.png,884,317,942,346,858,339,801,296,700,366,672,446,624,440,,,,,,,,,821,492,,,,,,,786,418,781,477,,,,
labeled-data,2025-03-18 12-58-10,img020.png,876,268,,,835,278,759,304,708,386,684,446,629,439,,,,,,,844,467,816,492,,,,,,,790,416,785,472,815,455,,
labeled-data,2025-03-18 12-58-10,img022.png,876,268,,,855,281,759,304,708,386,684,446,629,439,,,,,,,844,467,816,492,,,,,,,790,416,785,472,815,455,,
labeled-data,2025-03-18 12-58-10,img023.png,861,269,934,215,862,276,786,291,710,373,686,445,627,442,,,,,,,847,467,826,497,,,,,896,355,806,421,781,476,,,,
labeled-data,2025-03-18 12-58-10,img032.png,879,201,995,147,863,234,769,296,732,361,694,443,634,437,,,,,,,852,467,819,498,,,1002,280,932,286,795,420,781,480,822,458,,
labeled-data,2025-03-18 12-58-10,img036.png,889,159,985,94,854,221,772,311,738,376,700,441,636,438,,,,,,,849,467,824,498,,,989,206,932,259,802,430,785,479,,,,
labeled-data,2025-03-18 12-58-10,img040.png,885,145,986,58,851,213,797,276,755,358,711,435,643,437,,,,,,,841,467,822,497,,,1000,202,939,245,793,401,,,,,,
labeled-data,2025-03-18 12-58-10,img042.png,872,165,985,61,860,202,800,278,739,372,703,444,636,438,,,,,,,842,470,810,488,,,1001,203,941,250,816,428,788,487,,,970,193
labeled-data,2025-03-18 12-58-10,img044.png,886,144,1003,48,857,200,800,281,744,379,702,439,637,440,,,,,,,843,466,815,491,,,995,208,927,243,798,417,,,,,979,178
labeled-data,2025-03-18 12-58-10,img045.png,881,136,1004,52,853,203,803,277,742,381,697,440,634,445,,,,,,,848,465,825,492,,,997,211,934,242,803,431,785,477,,,986,164
labeled-data,2025-03-18 12-58-10,img051.png,879,143,1025,71,854,193,821,265,746,362,702,442,635,438,,,,,,,841,464,816,496,,,986,208,930,249,807,419,781,470,,,,
labeled-data,2025-03-18 12-58-10,img053.png,881,158,1016,123,854,199,803,277,749,349,710,441,634,438,,,,,,,853,465,808,489,,,1012,203,925,256,809,416,783,471,,,,
labeled-data,2025-03-18 12-58-10,img055.png,873,168,1020,124,858,201,814,268,753,349,714,432,632,441,,,,,,,849,464,827,489,,,1009,197,929,232,810,409,782,474,,,,
labeled-data,2025-03-18 12-58-10,img059.png,878,190,1032,154,858,220,801,293,745,365,708,445,634,439,,,,,,,844,462,833,502,,,,,897,311,790,454,787,484,,,,
labeled-data,2025-03-18 12-58-10,img060.png,889,220,,,860,247,790,281,735,368,716,437,637,438,,,,,,,855,464,820,498,,,977,379,915,332,784,416,792,477,820,461,,
labeled-data,2025-03-18 12-58-10,img062.png,884,215,1027,216,858,240,796,275,733,364,705,441,634,440,,,,,,,855,465,822,494,,,1008,379,923,345,794,435,782,482,,,,
labeled-data,2025-03-18 12-58-10,img068.png,908,241,,,860,271,782,292,731,380,694,446,632,444,,,,,,,848,465,821,491,,,985,387,903,359,778,420,788,477,819,458,989,331
labeled-data,2025-03-18 12-58-10,img077.png,879,247,1034,193,860,258,794,294,724,383,699,448,635,441,,,,,,,859,463,830,504,,,975,385,913,355,790,446,799,482,,,996,307
labeled-data,2025-03-18 12-58-10,img078.png,882,245,1031,198,868,259,819,271,727,379,700,447,637,438,,,,,,,849,468,817,496,,,972,384,908,360,795,437,777,485,,,989,320
labeled-data,2025-03-18 12-58-10,img079.png,894,191,1043,115,875,222,803,281,746,359,706,441,637,441,,,,,,,853,466,831,499,,,988,379,936,327,795,446,796,489,,,1006,248
labeled-data,2025-03-18 12-58-10,img084.png,881,205,,,864,252,795,282,746,367,710,446,646,444,,,,,,,856,467,834,499,,,988,387,912,309,791,409,795,484,819,454,,
labeled-data,2025-03-18 12-58-10,img087.png,875,207,998,184,856,250,802,285,741,370,711,441,635,438,,,,,,,850,466,836,502,,,982,382,929,322,800,436,787,492,,,,
labeled-data,2025-03-18 12-58-10,img089.png,865,229,1002,173,864,243,792,291,730,388,700,445,633,438,,,,,,,842,466,819,483,,,992,390,931,330,802,430,798,484,,,,
labeled-data,2025-03-18 12-58-10,img104.png,868,254,1012,216,860,265,809,275,728,387,699,445,634,439,,,,,,,846,465,829,498,,,983,391,915,369,797,432,,,,,,
labeled-data,2025-03-18 12-58-10,img106.png,873,250,1014,216,846,273,792,295,735,362,706,440,632,435,,,,,,,851,464,822,496,,,1001,391,932,368,792,441,790,482,,,,
labeled-data,2025-03-18 12-58-10,img107.png,869,250,1012,215,854,265,806,279,730,381,699,447,632,442,,,,,,,849,464,826,499,,,1009,382,931,351,790,440,781,484,,,,
labeled-data,2025-03-18 12-58-10,img108.png,882,200,,,863,227,823,281,732,375,712,443,635,439,,,,,,,854,463,835,498,,,981,384,929,318,798,446,790,483,,,,
labeled-data,2025-03-18 12-58-10,img110.png,882,201,1010,137,864,226,807,277,738,367,711,443,634,438,,,,,,,857,466,822,490,,,977,381,929,324,799,437,785,480,,,,
labeled-data,2025-03-18 12-58-10,img115.png,879,177,1004,68,865,206,788,290,748,359,713,440,636,440,,,,,,,846,467,831,507,,,985,334,923,277,785,423,787,479,,,1012,188
labeled-data,2025-03-18 12-58-10,img119.png,884,148,999,47,867,185,803,276,748,361,716,436,638,438,,,,,,,855,467,824,501,,,1012,183,,,794,434,779,482,,,,
labeled-data,2025-03-18 12-58-10,img124.png,879,148,992,33,856,198,801,272,749,354,714,434,633,439,,,,,,,845,464,814,496,,,1007,203,931,246,810,421,784,479,,,,
labeled-data,2025-03-18 12-58-10,img128.png,864,161,974,45,850,210,799,269,749,354,711,441,636,439,,,,,,,855,465,816,494,,,1002,185,931,248,804,441,780,483,,,,
labeled-data,2025-03-18 12-58-10,img135.png,855,158,961,80,856,200,788,291,740,366,715,437,635,437,,,,,,,859,462,820,493,,,1018,212,922,232,788,430,779,478,,,,
labeled-data,2025-03-18 12-58-10,img139.png,889,147,1033,65,868,194,805,275,747,355,712,441,633,435,,,,,,,849,465,833,494,,,1013,371,923,275,798,434,790,482,819,455,,
labeled-data,2025-03-18 12-58-10,img140.png,882,160,1035,63,864,207,819,252,739,374,710,437,636,437,,,,,,,847,467,833,506,,,1008,363,921,279,797,429,778,478,,,1020,205
labeled-data,2025-03-18 12-58-10,img142.png,902,156,1056,71,876,213,820,287,762,354,722,427,657,439,,,,,,,844,466,827,499,,,1012,371,935,292,793,404,794,477,,,1018,219
labeled-data,2025-03-18 12-58-10,img143.png,900,153,1054,72,869,205,813,291,753,350,720,432,640,437,,,,,,,847,466,829,492,,,1002,364,937,288,795,435,798,482,,,1018,215
labeled-data,2025-03-18 12-58-10,img148.png,905,159,1072,64,884,192,830,264,754,349,721,427,641,429,,,,,,,855,467,827,501,,,1005,371,927,304,794,434,784,478,,,1027,206
