rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ai1,img001.png,792,414,915,518,738,385,687,350,620,354,558,432,473,433,408,474,374,528,,,,,684,534,,,788,585,729,511,638,452,638,518,,,843,570
labeled-data,ai1,img005.png,787,395,938,496,724,364,676,345,622,355,559,432,481,430,410,470,374,529,,,,,672,529,,,785,585,732,518,617,430,639,517,,,838,564
labeled-data,ai1,img007.png,791,396,942,484,736,374,669,344,603,388,561,428,486,429,425,460,375,526,,,,,666,526,,,779,580,729,504,643,455,642,519,,,831,561
labeled-data,ai1,img009.png,803,392,954,462,749,384,680,348,598,399,562,428,511,428,454,444,,,,,,,664,528,826,512,790,581,737,512,629,442,640,517,,,828,558
labeled-data,ai1,img012.png,766,374,960,417,719,355,667,349,624,367,566,432,482,433,413,475,373,525,,,,,674,529,,,788,582,742,520,624,446,637,517,,,833,557
labeled-data,ai1,img013.png,767,374,969,423,727,358,683,347,643,346,563,431,478,437,407,483,371,528,,,,,686,535,,,791,579,749,524,633,441,639,520,,,835,561
labeled-data,ai1,img014.png,799,364,965,408,736,374,669,346,603,388,561,428,486,436,401,491,,,,,,,664,527,,,790,580,729,504,631,446,642,519,,,831,555
labeled-data,ai1,img021.png,820,342,973,332,748,372,669,346,603,388,566,436,486,436,401,491,,,,,,,664,527,819,501,790,580,729,504,631,446,642,519,,,831,555
labeled-data,ai1,img023.png,777,357,980,322,725,376,665,366,599,398,568,440,536,439,488,440,,,,,,,669,530,826,492,794,574,757,497,630,454,644,518,,,828,549
labeled-data,ai1,img026.png,826,322,980,315,742,367,676,345,606,388,571,438,495,439,,,,,,,,,660,527,822,489,786,577,739,503,633,444,641,518,,,828,555
labeled-data,ai1,img030.png,768,349,958,352,730,354,691,344,648,344,567,444,497,438,424,469,374,526,,,,,680,529,,,795,583,748,518,623,446,638,519,,,835,559
labeled-data,ai1,img033.png,776,339,937,364,731,361,673,339,595,385,567,442,485,440,,,,,,,,,661,527,822,492,787,579,739,500,627,445,638,519,,,831,555
labeled-data,ai1,img034.png,782,344,924,373,736,374,656,342,585,400,563,444,520,442,460,445,,,,,,,665,531,813,473,786,581,739,498,625,446,638,519,,,830,552
labeled-data,ai1,img046.png,,,,,774,328,673,320,592,390,,,482,432,429,401,,,,,,,668,525,,,814,485,812,412,645,437,638,519,,,,
labeled-data,ai1,img049.png,,,,,732,294,674,313,612,362,547,449,467,456,398,445,446,441,,,,,681,530,,,,,,,681,436,633,499,,,,
labeled-data,ai1,img055.png,604,313,529,379,683,284,683,346,658,401,623,452,529,483,427,495,452,461,,,,,759,485,599,408,,,,,744,408,728,496,,,555,438
labeled-data,ai1,img060.png,507,320,432,412,542,303,608,277,662,355,669,434,642,497,485,535,408,514,616,413,597,471,749,481,548,358,,,,,721,361,737,456,623,483,563,445
labeled-data,ai1,img070.png,434,329,359,456,500,291,577,263,648,309,700,396,761,458,738,539,640,579,572,387,525,452,606,446,488,422,,,,,,,639,442,580,442,459,462
labeled-data,ai1,img071.png,432,331,348,456,490,293,560,267,629,302,693,404,758,458,761,527,681,574,546,392,522,475,596,447,485,421,423,451,,,,,632,446,579,453,458,460
labeled-data,ai1,img073.png,412,346,328,472,456,314,560,284,655,355,690,412,791,483,785,548,,,567,399,544,473,,,479,403,,,,,,,,,582,462,463,456
labeled-data,ai1,img074.png,402,342,323,474,473,310,574,297,649,365,693,415,760,454,819,504,771,577,552,398,547,477,,,451,409,,,,,,,,,581,463,441,456
labeled-data,ai1,img076.png,401,348,309,472,467,317,554,290,644,361,690,409,757,451,833,503,797,576,561,384,544,474,,,465,383,,,,,,,,,582,462,415,476
labeled-data,ai1,img079.png,400,342,319,481,467,307,550,281,621,317,686,412,766,454,851,504,810,572,551,397,521,475,617,451,463,435,,,,,,,,,582,463,420,475
labeled-data,ai1,img080.png,399,340,328,479,457,313,554,290,644,361,690,409,757,451,844,497,812,571,561,384,544,474,,,465,391,,,,,,,,,582,462,425,475
