rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,ai4,img005.png,811,343,1002,263,728,352,624,374,548,442,479,541,388,539,374,482,453,456,,,,,708,630,,,866,609,850,509,668,515,629,606,,,,
labeled-data,ai4,img006.png,818,329,1011,247,727,355,634,379,545,454,477,541,374,530,377,482,442,460,,,,,688,630,,,899,479,830,454,680,524,627,610,,,945,413
labeled-data,ai4,img010.png,841,309,1030,228,776,337,689,363,594,419,492,534,380,525,377,487,464,458,,,,,694,637,,,974,437,908,431,688,523,629,609,,,,
labeled-data,ai4,img014.png,846,315,1022,208,771,339,678,369,587,430,495,539,382,530,382,491,469,465,,,,,692,638,,,965,440,904,433,689,524,631,607,,,,
labeled-data,ai4,img019.png,849,289,1030,227,760,338,662,377,585,446,502,537,399,535,370,500,465,465,,,700,589,703,638,,,968,440,897,425,706,528,629,614,,,,
labeled-data,ai4,img024.png,795,368,936,462,723,358,639,358,554,438,484,558,382,549,375,500,467,467,,,,,703,643,,,907,521,817,484,668,516,629,616,,,,
labeled-data,ai4,img033.png,849,448,901,540,763,412,646,380,546,462,480,557,370,550,384,494,470,468,,,,,702,640,,,816,579,838,521,681,526,633,618,,,,
labeled-data,ai4,img037.png,836,415,,,765,381,686,397,605,438,513,531,425,531,368,518,409,492,,,,,702,638,,,,,864,526,705,519,631,596,,,,
labeled-data,ai4,img040.png,,,,,817,393,725,374,625,440,542,531,444,542,391,518,460,488,,,,,706,638,,,,,862,510,735,524,646,577,,,,
labeled-data,ai4,img043.png,,,,,785,359,724,363,661,420,609,507,516,531,442,536,379,531,,,680,582,810,563,,,,,864,490,804,472,751,564,625,565,,
labeled-data,ai4,img044.png,,,,,809,366,731,360,675,428,623,526,535,552,433,556,372,536,,,669,582,827,583,,,,,862,478,807,497,780,585,631,570,,
labeled-data,ai4,img046.png,,,,,776,349,744,411,706,466,652,538,555,572,465,573,380,562,661,445,677,582,828,580,,,,,856,437,830,484,783,581,648,568,,
labeled-data,ai4,img055.png,587,383,482,475,646,346,723,331,744,394,742,487,659,545,528,584,432,612,655,474,,,792,538,606,487,,,,,805,449,814,532,,,565,514
