rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 6 FR1 10-02-25,img00224.png,,,,,866,360,707,338,611,447,541,598,424,622,333,604,304,654,,,,,815,688,,,1018,522,936,517,814,548,735,647,,,,
labeled-data,RAT 6 FR1 10-02-25,img00484.png,935,456,,,836,363,664,372,598,497,546,652,365,690,231,663,,,,,,,841,680,,,,,892,574,832,541,748,662,,,,
labeled-data,RAT 6 FR1 10-02-25,img00553.png,917,491,,,829,367,674,341,607,455,541,594,402,642,265,706,,,,,,,856,649,,,,,,,814,522,761,631,,,,
labeled-data,RAT 6 FR1 10-02-25,img00765.png,939,373,,,877,377,738,313,615,446,560,584,412,623,259,704,,,,,,,826,644,,,1002,513,894,524,769,513,772,626,,,,
labeled-data,RAT 6 FR1 10-02-25,img00848.png,902,430,1009,528,830,328,681,324,619,455,557,589,421,615,290,663,247,717,,,,,816,581,,,,,,,806,487,756,571,,,,
labeled-data,RAT 6 FR1 10-02-25,img01086.png,967,338,,,892,351,811,306,,,668,483,526,520,369,561,,,,,,,724,597,,,885,652,873,523,732,474,707,562,,,,
labeled-data,RAT 6 FR1 10-02-25,img01287.png,895,474,1017,540,839,386,731,309,623,390,562,522,435,553,343,597,394,584,,,,,778,605,,,,,,,769,506,727,573,,,,
labeled-data,RAT 6 FR1 10-02-25,img01464.png,575,407,590,585,689,310,784,370,795,504,753,650,462,713,390,586,502,485,643,484,653,606,,,,,,,,,,,,,705,617,,
labeled-data,RAT 6 FR1 10-02-25,img01675.png,829,463,932,550,714,367,613,321,,,,,,,,,,,,,,,598,565,,,714,626,668,535,543,458,627,543,,,,
labeled-data,RAT 6 FR1 10-02-25,img02002.png,928,397,988,498,802,327,663,339,593,443,532,499,440,507,369,553,,,,,769,565,767,628,,,1009,539,926,533,725,507,713,596,,,,
labeled-data,RAT 6 FR1 10-02-25,img02580.png,908,391,,,809,340,678,326,608,419,568,518,452,529,347,582,306,653,,,808,556,766,628,,,1017,539,925,509,727,499,728,598,759,552,,
labeled-data,RAT 6 FR1 10-02-25,img02665.png,902,468,1022,540,825,347,683,326,622,425,558,509,441,518,357,580,,,,,789,556,760,624,,,,,,,748,508,721,593,,,,
labeled-data,RAT 6 FR1 10-02-25,img02686.png,895,433,1021,530,794,338,666,344,616,425,579,519,480,513,396,530,352,587,,,783,556,759,626,,,,,,,719,493,724,596,,,,
labeled-data,RAT 6 FR1 10-02-25,img02903.png,524,455,547,658,640,339,765,316,843,386,,,,,,,,,801,526,787,655,,,673,573,,,,,,,,,793,598,631,670
labeled-data,RAT 6 FR1 10-02-25,img03089.png,508,457,402,646,618,406,788,352,,,,,,,,,,,812,482,792,624,,,674,530,,,,,,,,,797,585,626,665
labeled-data,RAT 6 FR1 10-02-25,img03243.png,948,473,1013,671,861,389,762,321,,,,,,,,,,,,,,,691,589,,,861,654,795,554,660,471,705,556,,,,
labeled-data,RAT 6 FR1 10-02-25,img03444.png,921,423,1026,535,795,351,638,373,580,486,519,626,351,677,174,675,230,549,,,,,806,664,,,,,,,793,541,722,640,,,,
labeled-data,RAT 6 FR1 10-02-25,img03475.png,915,486,,,816,384,703,330,589,432,521,537,373,562,239,578,,,,,,,826,619,,,,,,,756,475,739,594,,,,
labeled-data,RAT 6 FR1 10-02-25,img03591.png,942,351,1145,473,843,311,718,339,647,438,578,537,433,556,313,564,280,605,,,812,567,817,629,,,,,,,797,523,749,603,,,,
labeled-data,RAT 6 FR1 10-02-25,img04419.png,882,465,,,850,383,793,295,698,402,655,491,564,495,450,492,,,,,,,782,566,,,,,,,775,467,743,546,,,,
labeled-data,RAT 6 FR1 10-02-25,img06078.png,957,307,1123,404,832,286,723,319,,,681,500,564,493,457,491,379,548,,,,,792,587,,,958,464,876,456,767,492,757,567,,,,
labeled-data,RAT 6 FR1 10-02-25,img06193.png,884,469,1030,531,853,360,756,295,681,398,638,494,529,508,420,490,374,567,,,,,797,572,,,,,,,784,473,748,539,,,,
labeled-data,RAT 6 FR1 10-02-25,img06764.png,717,384,,,574,315,554,394,565,511,686,646,833,712,,,,,493,521,,,,,,,,,,,716,427,,,,,,
labeled-data,RAT 6 FR1 10-02-25,img06891.png,,,,,645,289,638,390,640,518,653,674,702,713,,,,,536,455,,,,,,,,,,,774,458,,,,,,
labeled-data,RAT 6 FR1 10-02-25,img07006.png,525,425,479,602,630,317,760,343,833,464,795,615,840,713,,,,,639,496,580,641,,,613,531,,,,,,,,,664,619,546,617
labeled-data,RAT 6 FR1 10-02-25,img07240.png,846,412,,,736,350,602,357,542,423,472,508,379,499,453,487,,,,,,,661,576,,,,,823,522,672,477,617,553,,,,
labeled-data,RAT 6 FR1 10-02-25,img08318.png,872,469,923,622,830,386,753,315,,,,,553,485,395,503,,,,,,,673,551,,,,,,,682,435,684,517,,,,
labeled-data,RAT 6 FR1 10-02-25,img08336.png,901,470,931,644,844,400,763,314,,,646,472,542,483,385,501,,,,,,,668,568,,,,,,,687,444,685,532,,,,
labeled-data,RAT 6 FR1 10-02-25,img08683.png,921,403,1069,499,836,323,714,328,652,400,617,507,501,508,388,499,337,570,,,796,539,771,582,,,963,542,855,522,752,496,735,554,,,,
labeled-data,RAT 6 FR1 10-02-25,img09377.png,946,415,,,880,395,756,327,597,471,525,549,456,527,505,494,,,,,,,761,648,,,983,542,904,512,753,515,707,626,,,,
labeled-data,RAT 6 FR1 10-02-25,img09605.png,937,388,1136,499,856,320,740,324,673,428,619,513,515,509,446,549,,,,,,,783,626,,,967,549,872,495,778,495,764,580,,,,
labeled-data,RAT 6 FR1 10-02-25,img09628.png,960,396,1074,537,866,321,751,313,661,399,601,499,506,503,439,572,,,,,,,781,601,,,916,636,856,552,739,471,726,554,,,,
