rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 8 FR1 10-02-25,img00002.png,564,426,528,572,673,334,823,363,886,476,877,628,828,710,,,,,682,502,671,602,,,642,527,,,,,,,,,738,609,611,590
labeled-data,RAT 8 FR1 10-02-25,img00242.png,899,393,995,481,791,338,669,361,592,465,521,582,409,575,438,518,524,488,,,,,805,663,,,947,547,914,524,789,542,725,639,,,,
labeled-data,RAT 8 FR1 10-02-25,img00663.png,990,479,1031,610,897,383,734,348,634,441,565,570,449,595,358,634,,,,,,,748,698,,,973,695,932,627,750,548,704,634,,,,
labeled-data,RAT 8 FR1 10-02-25,img00750.png,927,354,,,883,358,764,368,635,547,536,680,363,649,,,,,,,,,823,701,,,1069,465,949,438,817,575,761,686,,,,
labeled-data,RAT 8 FR1 10-02-25,img01163.png,,,,,,,816,360,663,508,611,713,,,,,,,,,,,832,715,,,1021,640,1011,560,907,573,,,,,,
labeled-data,RAT 8 FR1 10-02-25,img01639.png,,,,,918,305,790,402,700,545,636,709,,,,,,,,,,,879,716,,,,,,,942,598,,,,,,
labeled-data,RAT 8 FR1 10-02-25,img01961.png,984,305,,,891,335,717,318,596,516,529,656,349,677,,,,,,,,,,,,,1055,527,932,488,734,564,726,698,,,,
labeled-data,RAT 8 FR1 10-02-25,img02068.png,,,,,787,380,820,461,768,593,630,713,,,,,,,,,,,,,,,1061,454,971,456,,,,,,,,
labeled-data,RAT 8 FR1 10-02-25,img02109.png,936,358,1166,376,811,311,658,373,594,500,556,636,420,684,299,716,,,,,,,839,714,,,979,581,897,548,778,561,747,671,,,,
labeled-data,RAT 8 FR1 10-02-25,img02208.png,937,349,,,822,326,727,439,690,570,606,687,459,699,365,712,,,,,,,954,715,,,,,,,927,574,852,701,,,,
labeled-data,RAT 8 FR1 10-02-25,img02329.png,987,425,1104,574,891,341,754,415,680,577,638,708,,,,,,,,,,,946,705,,,1044,688,981,626,925,569,861,700,,,,
labeled-data,RAT 8 FR1 10-02-25,img02384.png,949,268,1179,313,778,277,643,359,581,516,526,654,376,652,276,710,,,,,,,,,,,1137,445,1015,453,798,592,,,,,,
labeled-data,RAT 8 FR1 10-02-25,img02393.png,1004,277,,,898,298,697,303,587,529,541,658,371,651,284,699,,,,,,,,,,,1135,450,1000,417,770,595,746,708,,,,
labeled-data,RAT 8 FR1 10-02-25,img02563.png,945,406,,,836,365,727,477,676,621,554,708,418,667,311,712,,,,,,,,,,,,,,,923,570,,,,,,
labeled-data,RAT 8 FR1 10-02-25,img02810.png,,,,,886,340,753,412,679,559,633,712,426,713,297,714,,,,,878,709,,,,,,,,,923,599,,,,,,
labeled-data,RAT 8 FR1 10-02-25,img03343.png,,,,,,,874,354,646,495,580,588,391,617,302,707,,,,,,,737,701,,,1040,684,1006,560,800,571,726,671,,,967,681
labeled-data,RAT 8 FR1 10-02-25,img03370.png,971,468,1054,633,885,360,718,348,624,452,526,595,393,631,283,712,,,,,,,739,709,,,953,691,903,605,780,574,711,659,,,,
labeled-data,RAT 8 FR1 10-02-25,img03671.png,988,104,,,832,220,714,348,632,497,557,619,396,617,262,713,,,,,843,657,,,,,1173,198,1033,254,811,575,721,703,,,1152,436
labeled-data,RAT 8 FR1 10-02-25,img03709.png,944,313,1112,423,770,276,665,370,614,501,549,645,377,641,250,714,,,,,841,658,737,712,886,533,1080,442,956,453,808,590,720,699,,,1021,524
labeled-data,RAT 8 FR1 10-02-25,img03809.png,,,,,,,857,344,694,564,588,706,371,634,224,706,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 8 FR1 10-02-25,img03937.png,394,357,193,534,607,307,,,,,,,364,581,195,614,,,736,531,731,647,515,712,545,436,,,,,,,540,679,667,633,426,599
labeled-data,RAT 8 FR1 10-02-25,img04174.png,926,422,,,853,405,703,326,573,449,501,567,404,622,351,710,,,,,,,739,620,,,921,626,863,516,715,515,688,600,,,,
labeled-data,RAT 8 FR1 10-02-25,img04370.png,951,432,1040,552,826,352,671,401,613,512,550,617,401,605,311,709,,,,,,,847,710,,,,,,,837,547,789,677,,,,
